id,home_ownership,annual_inc,loan_amnt,term,grade,loan_status
579837,MORTGAGE,90000,13000, 60 months,B,Charged Off
579845,MORTGAGE,65004,2400, 60 months,A,Fully Paid
579868,RENT,45600,7500, 36 months,C,Fully Paid
579870,MORTGAGE,54000,4000, 36 months,C,Fully Paid
579900,MORTGAGE,50000,9600, 60 months,D,Fully Paid
579903,RENT,36000,10000, 36 months,D,Fully Paid
579918,RENT,78000,4000, 36 months,A,Fully Paid
579922,MORTGAGE,39000,16700, 36 months,A,Fully Paid
579952,MORTGAGE,80000,9600, 36 months,A,Fully Paid
579958,OWN,49536,12000, 36 months,B,Fully Paid
579970,RENT,50000,6500, 36 months,D,Fully Paid
579977,MORTGAGE,57000,7500, 60 months,B,Charged Off
579987,MORTGAGE,140004,4000, 36 months,E,Fully Paid
579989,MORTGAGE,37000,13000, 36 months,A,Charged Off
580015,RENT,21000,4000, 60 months,D,Charged Off
580021,OWN,50000,5600, 36 months,B,Fully Paid
580055,MORTGAGE,42000,8000, 36 months,C,Fully Paid
580089,RENT,75000,12000, 36 months,B,Fully Paid
580245,RENT,80000,7500, 36 months,B,Fully Paid
580248,RENT,34000,4800, 36 months,B,Fully Paid
580272,RENT,84996,17000, 36 months,A,Fully Paid
580277,MORTGAGE,90000,9600, 60 months,D,Charged Off
580279,MORTGAGE,43000,4000, 36 months,A,Fully Paid
580281,MORTGAGE,34000,14500, 60 months,E,Fully Paid
580293,RENT,13200,4000, 36 months,A,Fully Paid
580334,MORTGAGE,64000,15000, 36 months,B,Fully Paid
580335,RENT,60000,4000, 36 months,A,Fully Paid
580344,RENT,30000,20400, 60 months,D,Fully Paid
580346,MORTGAGE,75000,20000, 60 months,G,Fully Paid
580355,RENT,42000,12000, 36 months,C,Fully Paid
580367,RENT,84996,2500, 60 months,B,Fully Paid
580373,MORTGAGE,70000,4000, 36 months,C,Fully Paid
580378,MORTGAGE,57200,7000, 36 months,A,Fully Paid
580390,MORTGAGE,32112,15000, 36 months,C,Fully Paid
580416,MORTGAGE,46000,3000, 60 months,C,Fully Paid
580432,MORTGAGE,55200,2500, 36 months,E,Fully Paid
580436,RENT,45000,13000, 36 months,B,Charged Off
580448,OWN,48000,2550, 36 months,B,Fully Paid
580454,MORTGAGE,275004,25000, 36 months,D,Fully Paid
580465,RENT,61584,15000, 36 months,D,Fully Paid
580492,RENT,18000,8000, 36 months,B,Charged Off
580534,RENT,55000,6000, 36 months,D,Fully Paid
580549,RENT,52000,5200, 60 months,C,Charged Off
580598,RENT,50000,8825, 36 months,B,Fully Paid
580610,MORTGAGE,85000,5000, 36 months,B,Charged Off
580618,RENT,27600,3000, 36 months,B,Charged Off
580636,MORTGAGE,60000,12000, 36 months,A,Fully Paid
580637,MORTGAGE,100000,24000, 60 months,C,Fully Paid
580676,MORTGAGE,90000,19000, 60 months,B,Fully Paid
580686,MORTGAGE,70000,4000, 36 months,B,Fully Paid
580717,RENT,24000,5500, 36 months,C,Fully Paid
580721,MORTGAGE,96000,16000, 60 months,D,Fully Paid
580731,RENT,95800,25000, 36 months,D,Fully Paid
580766,MORTGAGE,125000,20000, 36 months,B,Fully Paid
580792,RENT,30000,7800, 60 months,B,Charged Off
580796,MORTGAGE,50000,12800, 36 months,A,Fully Paid
580816,MORTGAGE,60000,7200, 36 months,A,Fully Paid
580864,MORTGAGE,60000,14000, 60 months,E,Fully Paid
580887,OWN,120000,6000, 36 months,A,Fully Paid
580898,RENT,80000,10000, 36 months,C,Fully Paid
580903,RENT,45000,12000, 60 months,B,Fully Paid
580913,MORTGAGE,24000,2800, 60 months,B,Fully Paid
580946,MORTGAGE,90000,15000, 36 months,A,Fully Paid
580950,RENT,39996,2000, 36 months,B,Fully Paid
580956,MORTGAGE,72000,15000, 36 months,A,Fully Paid
580982,MORTGAGE,36000,4000, 60 months,E,Fully Paid
580991,RENT,69000,9000, 36 months,B,Fully Paid
580992,RENT,80000,5000, 36 months,D,Fully Paid
581004,RENT,35004,5000, 36 months,C,Fully Paid
581008,MORTGAGE,45000,2500, 60 months,A,Fully Paid
581063,MORTGAGE,24000,1500, 36 months,A,Fully Paid
581087,RENT,150000,25000, 36 months,E,Fully Paid
581104,MORTGAGE,64000,15000, 36 months,A,Fully Paid
581113,MORTGAGE,81120,8000, 36 months,B,Fully Paid
581114,RENT,76800,18000, 60 months,D,Charged Off
581115,OWN,84000,9000, 36 months,A,Fully Paid
581124,RENT,31000,2400, 36 months,B,Fully Paid
581129,RENT,52600,20000, 60 months,B,Fully Paid
581131,MORTGAGE,127741,12000, 36 months,A,Fully Paid
581143,MORTGAGE,50900,22000, 36 months,C,Fully Paid
581150,RENT,22800,3600, 60 months,C,Fully Paid
581175,RENT,65000,10000, 36 months,A,Fully Paid
581198,MORTGAGE,36000,14500, 60 months,G,Charged Off
581200,RENT,72000,16000, 60 months,C,Fully Paid
581234,RENT,42000,13000, 60 months,E,Fully Paid
581238,MORTGAGE,67000,14000, 60 months,B,Fully Paid
581244,RENT,84000,14500, 60 months,C,Fully Paid
581248,RENT,42000,10000, 60 months,B,Fully Paid
581252,MORTGAGE,110000,3500, 36 months,B,Fully Paid
581258,MORTGAGE,74000,9000, 36 months,A,Fully Paid
581266,RENT,36000,10000, 36 months,C,Fully Paid
581288,RENT,30000,3000, 36 months,C,Charged Off
581291,OWN,55000,11000, 36 months,B,Fully Paid
581317,RENT,63000,6500, 60 months,B,Charged Off
581329,MORTGAGE,107000,5600, 60 months,C,Charged Off
581333,RENT,115000,25000, 60 months,G,Fully Paid
581347,RENT,39996,1200, 36 months,A,Fully Paid
581357,RENT,159996,12600, 60 months,E,Charged Off
581359,RENT,37086,7300, 36 months,A,Fully Paid
581383,RENT,43000,5000, 36 months,E,Charged Off
581398,MORTGAGE,81996,20000, 60 months,C,Charged Off
581435,MORTGAGE,30000,4500, 36 months,C,Fully Paid
581439,OWN,27000,6000, 36 months,A,Fully Paid
581481,RENT,30000,2000, 60 months,D,Charged Off
581483,MORTGAGE,90000,25000, 60 months,E,Fully Paid
581501,MORTGAGE,35000,1500, 36 months,B,Fully Paid
581616,MORTGAGE,50004,14000, 36 months,D,Fully Paid
581622,MORTGAGE,55000,10000, 36 months,B,Fully Paid
581623,MORTGAGE,50000,2500, 36 months,C,Fully Paid
581641,RENT,57996,10000, 36 months,C,Fully Paid
581663,RENT,57000,10000, 36 months,E,Fully Paid
581709,OWN,19000,7800, 36 months,D,Fully Paid
581773,RENT,24000,7000, 36 months,B,Fully Paid
581779,MORTGAGE,33996,10000, 36 months,A,Fully Paid
581838,MORTGAGE,50000,12800, 60 months,B,Fully Paid
581845,MORTGAGE,45000,25000, 60 months,C,Charged Off
581848,RENT,31704,3000, 36 months,B,Fully Paid
581853,MORTGAGE,47004,10000, 60 months,C,Fully Paid
581857,MORTGAGE,138000,10000, 36 months,C,Fully Paid
581861,MORTGAGE,110000,25000, 36 months,B,Fully Paid
581871,OWN,53000,6000, 60 months,E,Charged Off
581917,RENT,780000,6000, 60 months,B,Charged Off
581938,RENT,43000,8500, 36 months,D,Fully Paid
581960,RENT,28800,2800, 36 months,B,Fully Paid
581961,MORTGAGE,78540,10800, 60 months,D,Fully Paid
581973,OWN,32000,8000, 60 months,C,Fully Paid
581983,MORTGAGE,99996,10000, 36 months,D,Fully Paid
581993,OWN,139380,9000, 36 months,A,Fully Paid
582014,MORTGAGE,61000,10000, 60 months,D,Fully Paid
582088,RENT,67000,8050, 36 months,C,Fully Paid
582097,OWN,26448,6000, 60 months,C,Fully Paid
582113,MORTGAGE,50400,12000, 60 months,E,Fully Paid
582149,OWN,209000,15000, 36 months,D,Fully Paid
582162,MORTGAGE,45000,7000, 36 months,A,Fully Paid
582173,MORTGAGE,153000,9600, 60 months,B,Fully Paid
582197,RENT,24000,11200, 60 months,B,Fully Paid
582198,MORTGAGE,59000,10000, 36 months,C,Charged Off
582208,OWN,54660,12000, 60 months,E,Fully Paid
582241,RENT,64000,7000, 36 months,A,Fully Paid
582250,RENT,55200,4000, 36 months,A,Fully Paid
582287,RENT,60000,6000, 36 months,C,Fully Paid
582305,MORTGAGE,64000,20000, 60 months,D,Charged Off
582312,MORTGAGE,54996,9000, 36 months,B,Fully Paid
582335,MORTGAGE,28800,5500, 36 months,C,Fully Paid
582374,MORTGAGE,70000,20000, 60 months,C,Charged Off
582383,OWN,38400,9600, 60 months,C,Fully Paid
582418,RENT,250000,14000, 60 months,D,Fully Paid
582515,RENT,28800,10750, 36 months,A,Fully Paid
582524,MORTGAGE,90000,1500, 36 months,B,Fully Paid
582528,MORTGAGE,36000,3800, 60 months,A,Fully Paid
582530,RENT,62000,12000, 60 months,B,Fully Paid
582541,RENT,87000,25000, 36 months,D,Fully Paid
582560,RENT,39400,2500, 36 months,A,Fully Paid
582569,MORTGAGE,61200,4500, 36 months,B,Fully Paid
582574,OWN,55000,13000, 60 months,B,Fully Paid
582576,MORTGAGE,125000,25000, 60 months,C,Charged Off
582580,RENT,75000,21000, 60 months,E,Charged Off
582595,RENT,125000,12000, 60 months,F,Charged Off
582627,MORTGAGE,56000,15000, 36 months,C,Fully Paid
582628,RENT,47000,14400, 60 months,B,Fully Paid
582650,RENT,50000,5000, 36 months,B,Fully Paid
582657,OWN,40000,16000, 60 months,C,Fully Paid
582666,MORTGAGE,60000,5100, 36 months,B,Fully Paid
582685,MORTGAGE,80000,19800, 36 months,C,Fully Paid
582695,MORTGAGE,130000,15000, 36 months,A,Fully Paid
582723,RENT,72000,17000, 36 months,A,Fully Paid
582724,RENT,32000,4500, 60 months,A,Fully Paid
582740,RENT,48000,21000, 60 months,E,Charged Off
582748,MORTGAGE,69000,20000, 60 months,C,Charged Off
582756,MORTGAGE,175000,15000, 36 months,C,Fully Paid
582765,RENT,27000,4000, 36 months,B,Fully Paid
582773,RENT,60000,10000, 60 months,B,Fully Paid
582776,RENT,55000,4800, 36 months,B,Fully Paid
582782,RENT,80004,10500, 60 months,B,Fully Paid
582789,MORTGAGE,106000,15000, 36 months,B,Charged Off
582807,RENT,12540,2500, 36 months,A,Fully Paid
582834,MORTGAGE,74277,20000, 60 months,F,Fully Paid
582837,OWN,24000,3000, 36 months,C,Fully Paid
582842,RENT,80000,2000, 36 months,B,Fully Paid
582846,RENT,35500,3000, 36 months,B,Fully Paid
582876,MORTGAGE,105000,10000, 36 months,A,Fully Paid
582886,OWN,27504,2000, 36 months,B,Fully Paid
582892,RENT,50000,2800, 36 months,C,Fully Paid
582903,MORTGAGE,89000,23000, 36 months,B,Charged Off
582908,RENT,122004,12000, 60 months,D,Charged Off
582917,RENT,42996,5000, 36 months,A,Fully Paid
582926,RENT,12000,4750, 36 months,B,Fully Paid
582934,MORTGAGE,62570,25000, 36 months,D,Fully Paid
582937,RENT,16200,5000, 60 months,B,Charged Off
582960,MORTGAGE,21816,1500, 36 months,B,Fully Paid
582972,RENT,65000,20000, 60 months,C,Fully Paid
582987,MORTGAGE,32000,6000, 36 months,B,Fully Paid
583007,MORTGAGE,102996,20000, 60 months,D,Fully Paid
583021,MORTGAGE,56000,12000, 60 months,C,Fully Paid
583041,MORTGAGE,120000,7000, 36 months,A,Fully Paid
583047,MORTGAGE,75000,15000, 36 months,A,Fully Paid
583055,MORTGAGE,75000,25000, 60 months,E,Fully Paid
583078,RENT,37750,14000, 60 months,C,Fully Paid
583079,RENT,22000,2500, 36 months,A,Fully Paid
583110,RENT,72000,10000, 36 months,A,Fully Paid
583119,MORTGAGE,36000,20000, 36 months,D,Fully Paid
583126,RENT,63000,21600, 36 months,C,Fully Paid
583128,MORTGAGE,66912,20000, 60 months,B,Fully Paid
583133,MORTGAGE,100000,8000, 60 months,E,Fully Paid
583137,MORTGAGE,75000,4000, 60 months,B,Fully Paid
583146,RENT,51000,4000, 36 months,B,Fully Paid
583167,RENT,54590,8000, 36 months,B,Fully Paid
583179,MORTGAGE,30000,9600, 60 months,B,Fully Paid
583181,RENT,80000,16000, 60 months,B,Charged Off
583194,RENT,54000,13000, 36 months,E,Fully Paid
583195,MORTGAGE,54000,14500, 60 months,E,Fully Paid
583200,RENT,26000,9600, 60 months,E,Charged Off
583218,MORTGAGE,50000,25000, 36 months,D,Fully Paid
583228,RENT,33000,7000, 60 months,E,Fully Paid
583262,MORTGAGE,75000,10000, 36 months,A,Fully Paid
583291,RENT,60000,8000, 36 months,B,Fully Paid
583337,RENT,38500,5000, 36 months,A,Fully Paid
583359,MORTGAGE,107000,3000, 36 months,A,Fully Paid
583374,RENT,21000,4200, 36 months,D,Fully Paid
583411,RENT,40000,10000, 36 months,B,Fully Paid
583440,MORTGAGE,58000,8500, 36 months,A,Fully Paid
583452,RENT,25000,6100, 60 months,B,Fully Paid
583463,RENT,46000,18250, 36 months,B,Fully Paid
583503,MORTGAGE,116480,5000, 60 months,B,Fully Paid
583513,RENT,45000,4000, 36 months,D,Fully Paid
583522,RENT,54380,6300, 36 months,B,Fully Paid
583536,MORTGAGE,51996,15000, 60 months,B,Charged Off
583552,RENT,40428,16500, 36 months,B,Fully Paid
583558,MORTGAGE,55000,10000, 60 months,C,Fully Paid
583564,RENT,73000,7700, 60 months,C,Fully Paid
583574,RENT,21600,7200, 36 months,B,Fully Paid
583585,MORTGAGE,70830,18000, 60 months,B,Fully Paid
583590,MORTGAGE,100000,25000, 60 months,G,Fully Paid
583644,RENT,39600,9100, 60 months,E,Fully Paid
583656,OWN,115000,25000, 60 months,F,Charged Off
583657,RENT,42000,2400, 36 months,B,Fully Paid
583684,RENT,30000,4150, 36 months,A,Fully Paid
583711,RENT,30000,15000, 60 months,E,Charged Off
583713,RENT,11760,1000, 36 months,C,Fully Paid
583736,MORTGAGE,104400,6000, 60 months,A,Fully Paid
583745,RENT,145000,24250, 60 months,B,Fully Paid
583754,RENT,51000,20000, 36 months,B,Fully Paid
583759,RENT,80000,9600, 36 months,A,Fully Paid
583776,MORTGAGE,63600,4900, 60 months,A,Fully Paid
583818,MORTGAGE,108000,24250, 36 months,B,Fully Paid
583839,RENT,45000,12000, 60 months,D,Fully Paid
583852,MORTGAGE,95000,24250, 60 months,B,Charged Off
583860,RENT,38400,10000, 36 months,B,Fully Paid
583874,MORTGAGE,36000,18000, 36 months,B,Fully Paid
583913,MORTGAGE,54538,20000, 36 months,B,Fully Paid
583920,MORTGAGE,89004,10000, 36 months,A,Fully Paid
583936,RENT,26880,1600, 36 months,B,Fully Paid
583942,RENT,95000,10000, 36 months,B,Fully Paid
583948,MORTGAGE,52000,8000, 60 months,C,Fully Paid
583976,RENT,24000,7000, 36 months,E,Fully Paid
584011,MORTGAGE,90000,10000, 60 months,E,Fully Paid
584107,RENT,80000,10000, 36 months,B,Fully Paid
584115,RENT,15000,3000, 36 months,C,Fully Paid
584161,RENT,35000,8500, 60 months,E,Fully Paid
584165,MORTGAGE,34662,3000, 36 months,B,Charged Off
584180,MORTGAGE,102000,16000, 60 months,B,Fully Paid
584192,OWN,43873,17500, 36 months,D,Fully Paid
584238,RENT,78000,25000, 36 months,B,Fully Paid
584242,MORTGAGE,75000,20000, 60 months,E,Fully Paid
584264,RENT,203000,25000, 36 months,G,Charged Off
584277,MORTGAGE,75000,9000, 36 months,A,Fully Paid
584283,MORTGAGE,50340,2600, 36 months,A,Charged Off
584300,RENT,60000,24250, 60 months,E,Charged Off
584313,RENT,90000,20000, 60 months,C,Charged Off
584317,RENT,10000,1450, 36 months,A,Fully Paid
584333,MORTGAGE,48000,9000, 36 months,A,Fully Paid
584344,RENT,32000,4500, 36 months,A,Fully Paid
584352,MORTGAGE,25000,6000, 36 months,C,Fully Paid
584356,RENT,60000,24000, 60 months,B,Fully Paid
584370,RENT,39000,10800, 60 months,D,Fully Paid
584376,RENT,33400,3600, 60 months,C,Fully Paid
584381,RENT,225000,25000, 36 months,B,Fully Paid
584422,RENT,40000,3600, 36 months,B,Fully Paid
584444,RENT,34868,5000, 36 months,E,Fully Paid
584456,MORTGAGE,73000,3500, 36 months,C,Fully Paid
584460,RENT,70000,7500, 36 months,A,Fully Paid
584461,MORTGAGE,550000,8000, 36 months,B,Fully Paid
584495,MORTGAGE,72000,25000, 60 months,E,Fully Paid
584503,MORTGAGE,69996,25000, 60 months,C,Fully Paid
584506,RENT,40000,2500, 36 months,C,Fully Paid
584508,MORTGAGE,95000,16000, 60 months,D,Fully Paid
584517,RENT,50400,8000, 60 months,D,Fully Paid
584523,MORTGAGE,65000,25000, 60 months,E,Fully Paid
584564,MORTGAGE,40000,5000, 60 months,B,Fully Paid
584625,RENT,37000,14000, 36 months,A,Fully Paid
584635,RENT,49600,12000, 36 months,A,Fully Paid
584657,MORTGAGE,94000,5500, 60 months,B,Fully Paid
584677,OWN,90000,25000, 60 months,B,Fully Paid
584687,RENT,57600,6000, 60 months,B,Fully Paid
584692,MORTGAGE,100000,15000, 36 months,A,Fully Paid
584708,MORTGAGE,92304,5300, 60 months,B,Fully Paid
584718,MORTGAGE,45000,15000, 36 months,A,Fully Paid
584738,MORTGAGE,70000,12250, 36 months,A,Fully Paid
584739,RENT,140000,9000, 36 months,A,Fully Paid
584755,RENT,75000,10000, 36 months,D,Fully Paid
584759,MORTGAGE,235000,18000, 60 months,C,Fully Paid
584774,RENT,72000,6000, 36 months,C,Fully Paid
584786,RENT,85000,6000, 60 months,C,Fully Paid
584817,MORTGAGE,120000,9250, 36 months,B,Fully Paid
584820,RENT,42000,3000, 36 months,C,Charged Off
584823,MORTGAGE,72000,9000, 36 months,A,Fully Paid
584836,RENT,35827,5000, 36 months,B,Fully Paid
584842,MORTGAGE,43344,10000, 36 months,B,Fully Paid
584866,RENT,70000,12000, 60 months,F,Fully Paid
584872,MORTGAGE,62000,9000, 60 months,B,Fully Paid
584881,MORTGAGE,230000,12000, 36 months,C,Fully Paid
584899,RENT,30000,5500, 36 months,D,Charged Off
584906,OWN,30996,5000, 36 months,B,Fully Paid
584907,OWN,24996,7000, 36 months,D,Fully Paid
584912,MORTGAGE,180000,25000, 60 months,B,Fully Paid
584922,MORTGAGE,71028,10000, 36 months,D,Charged Off
584938,MORTGAGE,54600,25000, 60 months,C,Fully Paid
584968,RENT,65000,20000, 60 months,B,Charged Off
584969,MORTGAGE,58650,25000, 60 months,C,Fully Paid
584983,MORTGAGE,36000,6000, 36 months,A,Fully Paid
584992,RENT,45000,2500, 36 months,C,Fully Paid
584994,MORTGAGE,100000,10000, 60 months,D,Fully Paid
585008,MORTGAGE,95004,15000, 36 months,A,Fully Paid
585053,RENT,40000,7000, 36 months,A,Fully Paid
585060,MORTGAGE,50400,9600, 60 months,B,Charged Off
585156,MORTGAGE,35500,4000, 36 months,A,Fully Paid
585158,RENT,96000,20000, 36 months,E,Fully Paid
585168,MORTGAGE,58000,17000, 36 months,A,Charged Off
585173,RENT,86000,9950, 36 months,A,Fully Paid
585215,RENT,45000,2000, 36 months,B,Fully Paid
585228,MORTGAGE,152004,5800, 36 months,A,Fully Paid
585232,MORTGAGE,49902,8400, 36 months,C,Fully Paid
585254,MORTGAGE,86004,17000, 60 months,D,Fully Paid
585256,RENT,47700,3600, 60 months,A,Fully Paid
585277,RENT,75000,5000, 36 months,C,Fully Paid
585291,MORTGAGE,94568,9200, 60 months,B,Fully Paid
585302,MORTGAGE,74760,7000, 60 months,B,Fully Paid
585315,RENT,52000,3200, 60 months,C,Fully Paid
585336,MORTGAGE,90000,5325, 36 months,A,Fully Paid
585340,RENT,14400,3000, 36 months,C,Fully Paid
585341,RENT,25200,6000, 36 months,C,Charged Off
585347,RENT,40050,3600, 36 months,D,Fully Paid
585349,RENT,24996,5000, 36 months,D,Charged Off
585373,RENT,9600,2000, 60 months,B,Charged Off
585403,RENT,33000,4500, 36 months,A,Fully Paid
585408,RENT,96000,12000, 36 months,C,Fully Paid
585419,MORTGAGE,29568,6000, 36 months,C,Fully Paid
585432,MORTGAGE,46300,7500, 36 months,A,Fully Paid
585434,RENT,105000,14000, 36 months,A,Fully Paid
585453,MORTGAGE,120000,15000, 36 months,D,Fully Paid
585459,RENT,756000,10000, 60 months,C,Fully Paid
585462,RENT,39000,1000, 60 months,C,Fully Paid
585470,OWN,50004,10000, 36 months,B,Fully Paid
585489,MORTGAGE,78000,24000, 60 months,G,Charged Off
585502,RENT,60000,16000, 60 months,E,Charged Off
585521,RENT,30500,3000, 60 months,E,Fully Paid
585531,MORTGAGE,45000,6000, 60 months,B,Fully Paid
585532,RENT,96000,22750, 60 months,B,Fully Paid
585542,MORTGAGE,80000,10000, 36 months,C,Charged Off
585546,RENT,57000,14000, 60 months,E,Fully Paid
585560,RENT,55000,10000, 60 months,C,Fully Paid
585568,RENT,99996,8000, 36 months,D,Fully Paid
585572,MORTGAGE,54000,2500, 60 months,E,Charged Off
585593,RENT,82000,5000, 60 months,E,Fully Paid
585626,RENT,140000,9600, 36 months,E,Fully Paid
585629,RENT,53000,1200, 36 months,C,Fully Paid
585651,RENT,20000,6250, 60 months,E,Fully Paid
585658,RENT,53400,19000, 60 months,D,Fully Paid
585675,RENT,48000,15000, 36 months,B,Fully Paid
585680,RENT,70000,18750, 36 months,B,Fully Paid
585684,MORTGAGE,90000,15000, 60 months,D,Fully Paid
585693,MORTGAGE,84000,10000, 60 months,B,Fully Paid
585697,MORTGAGE,54000,11500, 36 months,A,Fully Paid
585712,MORTGAGE,185000,18250, 36 months,C,Fully Paid
585731,MORTGAGE,59100,21000, 60 months,D,Fully Paid
585734,RENT,13212,4000, 60 months,B,Fully Paid
585745,MORTGAGE,45760,14500, 36 months,B,Charged Off
585752,MORTGAGE,83500,8000, 36 months,A,Fully Paid
585755,MORTGAGE,70000,5000, 36 months,A,Charged Off
585759,RENT,25000,7000, 60 months,E,Charged Off
585771,MORTGAGE,67675,3000, 36 months,C,Fully Paid
585795,MORTGAGE,110000,4500, 36 months,D,Fully Paid
585801,MORTGAGE,19200,4000, 36 months,A,Fully Paid
585825,RENT,13000,2800, 36 months,D,Fully Paid
585836,RENT,78000,8000, 36 months,B,Charged Off
585885,MORTGAGE,43200,13750, 36 months,D,Fully Paid
585895,MORTGAGE,65200,4000, 36 months,A,Fully Paid
585900,RENT,75000,7200, 36 months,C,Fully Paid
585909,RENT,44000,7000, 36 months,A,Fully Paid
585911,MORTGAGE,62000,3600, 36 months,A,Fully Paid
585912,RENT,18000,2500, 36 months,A,Fully Paid
585939,MORTGAGE,140000,3000, 36 months,D,Fully Paid
586034,RENT,40000,23500, 36 months,B,Fully Paid
586046,RENT,19200,2400, 60 months,C,Charged Off
586061,RENT,38000,7000, 36 months,D,Charged Off
586065,RENT,50784,10000, 36 months,D,Fully Paid
586068,MORTGAGE,86000,5000, 36 months,B,Fully Paid
586071,RENT,125000,9100, 36 months,A,Fully Paid
586074,MORTGAGE,93000,20000, 60 months,G,Charged Off
586093,OWN,74400,3000, 60 months,C,Charged Off
586101,RENT,90000,2000, 36 months,A,Fully Paid
586116,RENT,35328,7200, 60 months,B,Fully Paid
586126,RENT,45000,1700, 36 months,C,Fully Paid
586130,OWN,27000,4200, 36 months,A,Fully Paid
586145,RENT,54000,12000, 60 months,E,Charged Off
586202,MORTGAGE,140000,24250, 36 months,B,Fully Paid
586207,RENT,30000,5500, 36 months,B,Fully Paid
586223,MORTGAGE,78000,12000, 36 months,C,Charged Off
586235,MORTGAGE,85000,12000, 36 months,A,Fully Paid
586236,MORTGAGE,66000,25000, 60 months,C,Fully Paid
586247,MORTGAGE,95000,15000, 36 months,B,Fully Paid
586249,RENT,172200,14700, 60 months,F,Fully Paid
586251,RENT,37200,8250, 60 months,C,Fully Paid
586253,MORTGAGE,41000,10000, 60 months,C,Charged Off
586259,RENT,50000,6000, 36 months,E,Charged Off
586260,RENT,170000,16000, 36 months,A,Fully Paid
586275,MORTGAGE,175000,7500, 36 months,D,Fully Paid
586287,MORTGAGE,46800,5500, 36 months,B,Fully Paid
586326,MORTGAGE,147500,10000, 36 months,B,Fully Paid
586329,MORTGAGE,53400,8000, 60 months,A,Fully Paid
586347,RENT,45000,8500, 36 months,C,Charged Off
586350,RENT,80000,4800, 60 months,C,Charged Off
586360,MORTGAGE,108000,25000, 60 months,G,Fully Paid
586372,RENT,50000,8000, 36 months,A,Fully Paid
586391,MORTGAGE,89058,6000, 60 months,B,Fully Paid
586394,RENT,50004,2000, 36 months,C,Charged Off
586401,RENT,38250,5000, 36 months,A,Fully Paid
586427,RENT,42000,6000, 60 months,B,Charged Off
586429,MORTGAGE,72000,8000, 36 months,C,Fully Paid
586434,RENT,180000,3000, 36 months,B,Fully Paid
586440,RENT,93500,6400, 36 months,C,Fully Paid
586470,MORTGAGE,70000,9000, 36 months,A,Fully Paid
586484,OWN,45000,10000, 36 months,A,Charged Off
586487,MORTGAGE,55000,20000, 60 months,C,Fully Paid
586494,MORTGAGE,37000,12000, 60 months,B,Fully Paid
586506,MORTGAGE,83004,24000, 36 months,A,Fully Paid
586508,RENT,39000,5600, 36 months,C,Charged Off
586526,RENT,67000,8000, 60 months,B,Charged Off
586536,RENT,21600,6000, 36 months,A,Fully Paid
586557,OWN,60000,4000, 36 months,C,Fully Paid
586568,MORTGAGE,30000,12000, 36 months,E,Fully Paid
586570,RENT,75000,5200, 36 months,B,Fully Paid
586602,RENT,51996,10000, 36 months,C,Fully Paid
586611,RENT,26004,6000, 36 months,A,Fully Paid
586617,RENT,66504,25000, 36 months,E,Fully Paid
586671,MORTGAGE,60000,14000, 36 months,C,Fully Paid
586685,MORTGAGE,57500,19600, 36 months,A,Fully Paid
586686,RENT,65000,25000, 60 months,C,Fully Paid
586712,RENT,65000,15000, 60 months,D,Fully Paid
586715,MORTGAGE,83004,4500, 36 months,B,Fully Paid
586755,MORTGAGE,97000,3600, 36 months,B,Fully Paid
586758,MORTGAGE,93600,2550, 60 months,C,Fully Paid
586792,RENT,50000,12000, 36 months,B,Charged Off
586802,RENT,28080,12300, 60 months,B,Fully Paid
586853,RENT,41652,1400, 36 months,B,Charged Off
586897,RENT,66996,12600, 60 months,D,Fully Paid
586924,MORTGAGE,75000,6400, 60 months,D,Fully Paid
586933,RENT,35000,6000, 60 months,D,Fully Paid
586934,MORTGAGE,53004,12000, 60 months,C,Fully Paid
586951,RENT,63000,6000, 36 months,A,Fully Paid
586957,MORTGAGE,120000,8400, 36 months,D,Fully Paid
586967,OWN,60000,16000, 36 months,D,Fully Paid
586971,RENT,55000,20000, 36 months,F,Fully Paid
587028,RENT,55000,16000, 36 months,B,Fully Paid
587069,MORTGAGE,54000,5000, 36 months,A,Charged Off
587088,RENT,28800,1675, 36 months,D,Fully Paid
587091,MORTGAGE,72000,5000, 36 months,B,Fully Paid
587109,RENT,16800,2750, 36 months,D,Fully Paid
587135,RENT,49000,7000, 60 months,F,Charged Off
587143,MORTGAGE,60000,2400, 36 months,B,Fully Paid
587148,RENT,50004,13000, 60 months,B,Fully Paid
587156,MORTGAGE,55000,3000, 36 months,B,Fully Paid
587161,MORTGAGE,21600,2000, 36 months,D,Fully Paid
587170,MORTGAGE,65000,7750, 36 months,A,Fully Paid
587182,RENT,30000,6000, 36 months,B,Charged Off
587194,RENT,65000,7200, 36 months,C,Fully Paid
587205,RENT,34860,2000, 36 months,B,Fully Paid
587224,RENT,27398,5500, 60 months,C,Charged Off
587231,OWN,96000,5600, 36 months,D,Fully Paid
587236,RENT,98760,5000, 36 months,D,Fully Paid
587263,MORTGAGE,80000,4500, 36 months,A,Fully Paid
587316,MORTGAGE,85000,5400, 36 months,D,Fully Paid
587328,MORTGAGE,54996,5000, 36 months,B,Fully Paid
587343,MORTGAGE,87504,12000, 36 months,D,Fully Paid
587348,OWN,69000,6000, 36 months,B,Fully Paid
587375,RENT,85000,15000, 60 months,E,Charged Off
587381,RENT,57000,3000, 36 months,A,Fully Paid
587391,RENT,100000,18000, 36 months,A,Fully Paid
